,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
1161,whittlesea,90,AU,1570731756,87,-37.51,145.12,51.01,9.17
1162,salym,100,RU,1570731756,89,60.06,71.48,45.64,7.1
1163,martapura,13,ID,1570731757,93,-3.41,114.85,73.72,2.68
1164,maldonado,47,UY,1570731757,42,-34.91,-54.96,84.2,11.41
1165,cienfuegos,20,CU,1570731758,63,22.15,-80.44,91.4,1.12
1166,montrose,75,GB,1570731761,100,56.71,-2.47,50.0,6.93
1167,semnan,0,IR,1570731762,25,35.58,53.39,73.4,5.78
1168,gambo,77,CF,1570731762,96,4.65,22.26,71.38,1.14
1169,hohhot,2,CN,1570731763,36,40.81,111.65,41.0,8.95
1170,wynyard,89,AU,1570731763,94,-40.99,145.73,48.0,5.01
1171,shahreza,0,IR,1570731764,18,32.01,51.87,59.5,5.86
1172,suba,99,CN,1570731764,80,28.73,103.51,50.68,2.75
1173,ratne,19,UA,1570731764,86,51.67,24.52,47.8,10.16
1174,terme,40,TR,1570731765,88,41.21,36.97,64.4,2.14
1175,rundu,100,NA,1570731766,36,-17.91,19.77,80.6,6.93
1176,elkton,20,US,1570731766,43,39.61,-75.83,75.2,11.41
1177,urucara,12,BR,1570731767,35,-2.54,-57.76,97.12,5.14
1178,chiredzi,68,ZW,1570731767,66,-21.05,31.67,71.74,17.64
1179,wlodawa,75,PL,1570731767,93,51.55,23.55,50.0,11.41
1180,armidale,43,AU,1570731768,63,-30.51,151.67,45.0,4.0
1181,kahama,100,TZ,1570731768,44,-3.83,32.6,78.04,5.19
1182,phan thiet,42,VN,1570731769,95,10.93,108.1,72.82,2.38
1183,tulum,75,MX,1570731769,70,20.21,-87.46,87.8,13.87
1184,pinsk,33,BY,1570731769,86,52.11,26.1,48.16,8.9
1185,furstenwalde,13,DE,1570731770,81,52.37,14.07,53.01,11.41
1186,barcelona,75,ES,1570731770,68,41.38,2.18,71.01,6.93
1187,araxa,90,BR,1570731771,61,-19.59,-46.94,77.0,3.36
1188,kanniyakumari,70,IN,1570731771,80,8.08,77.57,81.82,9.02
1189,trapani,20,IT,1570731772,83,38.02,12.54,72.0,8.05
1190,palu,79,ID,1570731772,98,-0.9,119.87,65.8,2.32
1191,danielskuil,1,ZA,1570731773,15,-28.19,23.54,59.86,10.75
1192,tokur,33,RU,1570731773,89,53.13,132.9,21.16,3.29
1193,along,74,IN,1570731773,97,28.17,94.8,63.28,2.18
1194,longfeng,40,CN,1570731774,88,31.05,103.87,70.0,3.9
1195,chipinge,81,ZW,1570731774,79,-20.19,32.62,69.22,18.38
1196,san rafael,90,AR,1570731775,23,-34.61,-68.33,81.1,7.54
1197,honningsvag,75,NO,1570731775,86,70.98,25.97,37.4,9.17
1198,zhangjiakou,0,CN,1570731776,50,40.77,114.88,47.44,1.67
1199,manicore,96,BR,1570731776,43,-5.81,-61.3,92.98,3.7
1200,colac,89,AU,1570731777,95,-38.34,143.59,46.99,3.25
1201,fare,100,PF,1570731777,79,-16.7,-151.02,76.06,16.14
1202,ust-omchug,89,RU,1570731777,93,61.13,149.63,16.66,3.82
1203,shunyi,96,CN,1570731778,100,40.13,116.65,69.01,2.24
1204,cape coast,6,GH,1570731778,86,5.11,-1.24,79.3,17.28
1205,decatur,75,US,1570731779,47,35.51,-84.79,81.0,4.7
1206,aparecida do taboado,83,BR,1570731779,41,-20.08,-51.1,90.82,11.82
1207,havelock,90,US,1570731779,72,34.88,-76.9,66.99,14.99
1208,mamlyutka,100,KZ,1570731780,97,54.94,68.54,50.14,3.32
1209,suntar,100,RU,1570731780,92,62.16,117.65,20.62,9.5
1210,singapore,75,MY,1570731780,83,1.29,103.85,82.4,1.12
1211,port augusta,78,AU,1570731781,87,-32.49,137.76,55.4,13.87
1212,greensburg,90,US,1570731782,58,30.83,-90.67,90.0,11.41
1213,talara,11,PE,1570731783,290,-4.58,-81.27,62.6,13.87
1214,seoul,1,KR,1570731783,100,37.57,126.98,57.2,2.24
1215,nelson,0,CA,1570731784,27,49.49,-117.29,37.72,0.89
1216,pitimbu,75,BR,1570731784,69,-7.47,-34.81,82.4,18.34
1217,yenagoa,93,NG,1570731784,90,4.92,6.26,77.5,5.35
1218,canete,38,IT,1570731785,69,46.33,9.49,55.99,9.17
1219,tadine,13,NC,1570731785,89,-21.55,167.88,68.14,4.32
1220,west wendover,1,US,1570731786,44,40.74,-114.07,37.4,3.36
1221,innoshima,4,JP,1570731786,72,34.28,133.18,68.0,1.99
1222,sri aman,100,MY,1570731786,94,1.24,111.46,75.2,1.32
1223,laishevo,97,RU,1570731787,81,55.4,49.55,46.4,8.95
1224,saint-louis,100,SN,1570731788,66,16.03,-16.5,87.8,9.17
1225,kupang,25,ID,1570731788,70,-10.16,123.6,76.78,7.83
1226,atasu,100,KZ,1570731789,29,48.68,71.64,61.3,8.73
1227,lumeje,100,AO,1570731789,77,-11.56,20.78,70.3,5.07
1228,santa rosalia,20,IT,1570731789,83,38.07,13.27,72.0,8.05
1229,twin falls,90,US,1570731790,55,42.57,-114.46,39.99,8.97
1230,luganville,94,VU,1570731790,96,-15.51,167.18,71.56,1.55
1231,murray bridge,0,AU,1570731791,95,-35.12,139.28,55.99,4.31
1232,iracoubo,44,GF,1570731791,73,5.48,-53.21,82.18,21.42
1233,flinders,90,AU,1570731791,87,-34.58,150.85,55.0,4.7
1234,ejutla de crespo,75,MX,1570731792,50,16.57,-96.73,77.0,4.7
1235,campbell river,20,CA,1570731792,65,50.02,-125.24,46.4,2.57
1236,talcahuano,83,CL,1570731793,52,-36.72,-73.12,68.0,9.17
1237,omboue,100,GA,1570731793,97,-1.57,9.26,73.72,5.29
1238,bundaberg,40,AU,1570731793,87,-24.87,152.35,61.0,8.05
1239,lucapa,28,AO,1570731794,67,-8.42,20.74,74.62,1.62
1240,ola,93,RU,1570731794,84,59.58,151.3,34.66,20.54
1241,fort-shevchenko,2,KZ,1570731794,28,44.51,50.26,55.9,12.68
1242,djambala,99,CG,1570731795,70,-2.55,14.76,76.42,2.43
1243,ulaanbaatar,40,MN,1570731796,73,47.92,106.92,21.2,4.47
1244,plastun,100,RU,1570731796,75,44.76,136.29,50.5,3.84
1245,churapcha,100,RU,1570731796,94,62.0,132.43,22.06,10.51
1246,misratah,0,LY,1570731797,72,32.38,15.09,75.34,14.21
1247,malazgirt,0,TR,1570731797,30,39.15,42.54,52.12,4.47
1248,homer,75,US,1570731797,100,59.64,-151.54,44.01,8.47
1249,ekibastuz,95,KZ,1570731798,41,51.72,75.32,58.42,11.92
1250,pali,0,IN,1570731798,32,25.77,73.33,80.74,6.48
1251,ometepec,98,MX,1570731799,55,16.69,-98.42,91.0,2.89
1252,el estor,99,GT,1570731799,65,15.53,-89.34,85.06,2.83
1253,masvingo,83,ZW,1570731799,77,-20.08,30.83,68.86,20.1
1254,byron bay,90,AU,1570731800,93,-28.65,153.62,59.0,5.82
1255,foam lake,97,CA,1570731800,39,51.65,-103.53,33.22,9.92
1256,buchanan,75,LR,1570731801,78,5.88,-10.05,82.4,13.87
1257,aksay,47,KZ,1570731801,65,51.17,53.01,45.82,6.26
1258,jardim,18,BR,1570731801,29,-21.48,-56.15,94.96,7.42
1259,orikum,85,AL,1570731802,80,40.33,19.47,71.02,8.14
1260,kanigoro,62,ID,1570731802,95,-8.13,112.22,72.1,5.11
1261,puerto colombia,40,CO,1570731803,70,10.99,-74.96,87.8,9.17
1262,baracoa,0,CU,1570731803,78,20.35,-74.5,83.08,9.61
1263,nadym,100,RU,1570731803,91,65.53,72.51,45.28,12.72
1264,tamandare,98,BR,1570731804,35,-8.28,-70.75,95.32,2.68
1265,grandola,0,PT,1570731804,28,38.18,-8.57,86.0,11.41
1266,kuldiga,90,LV,1570731805,81,56.97,21.96,53.6,6.93
1267,basoko,72,CD,1570731805,93,1.23,23.61,72.28,2.39
1268,neon petritsion,91,GR,1570731806,84,41.28,23.3,69.01,2.95
1269,george,56,MW,1570731806,47,-15.35,34.83,82.18,8.43
1270,srandakan,85,ID,1570731806,90,-7.94,110.25,73.9,5.04
1271,karabuk,0,TR,1570731807,92,41.2,32.63,53.38,3.28
1272,patur,25,IN,1570731807,76,20.46,76.94,75.34,1.13
1273,thunder bay,90,CA,1570731808,87,48.41,-89.26,57.99,9.17
1274,eten,90,PE,1570731808,29,-6.91,-79.86,66.2,8.05
1275,west bay,5,CA,1570731809,32,49.34,-123.21,50.0,4.7
1276,vera cruz,20,BR,1570731809,65,-12.96,-38.61,82.4,13.87
1277,kargasok,100,RU,1570731809,67,59.06,80.87,33.58,13.96
1278,harindanga,40,IN,1570731810,94,22.04,88.32,77.0,5.19
1279,puerto carreno,40,CO,1570731810,70,6.19,-67.49,86.0,4.02
1280,dawlatabad,74,AF,1570731811,25,36.41,64.91,59.86,1.5
1281,kakamigahara,75,JP,1570731811,73,35.4,136.85,71.6,9.17
1282,erzurum,0,TR,1570731812,33,39.91,41.27,59.0,8.05
1283,candolim,40,IN,1570731812,83,15.52,73.76,78.8,4.7
1284,chino valley,1,US,1570731813,8,34.76,-112.45,73.0,16.11
1285,lahat,67,ID,1570731813,76,-3.78,103.55,68.32,3.28
1286,bam,0,IR,1570731813,11,29.11,58.36,77.86,12.67
1287,wamba,100,CD,1570731814,99,2.14,27.99,67.78,1.03
1288,uvat,100,RU,1570731814,92,59.14,68.9,43.66,5.71
1289,knysna,0,ZA,1570731814,82,-34.04,23.05,55.4,6.93
1290,avenal,20,US,1570731815,17,36.0,-120.13,66.2,14.99
1291,wewak,44,PG,1570731815,84,-3.55,143.63,75.52,3.13
1292,namie,80,JP,1570731815,67,37.52,140.86,63.0,6.67
1293,morgan city,90,US,1570731816,74,29.7,-91.21,88.0,9.17
1294,megion,100,RU,1570731816,68,61.04,76.11,42.4,15.98
1295,lundazi,77,ZM,1570731817,54,-12.29,33.17,74.8,11.49
1296,sault sainte marie,75,CA,1570731817,67,46.49,-84.36,62.6,10.29
1297,xinye,63,CN,1570731818,79,32.53,112.36,61.66,4.14
1298,ulverstone,100,AU,1570731818,92,-41.16,146.17,48.0,5.99
1299,kysyl-syr,85,RU,1570731819,94,63.9,122.77,14.5,6.62
1300,koshurnikovo,0,RU,1570731820,69,54.3,93.39,24.4,3.87
1301,jawa,76,ID,1570731820,75,5.32,95.93,80.74,4.31
1302,kieta,3,PG,1570731820,79,-6.22,155.63,79.3,5.53
1303,pontes e lacerda,11,BR,1570731821,26,-15.23,-59.33,98.2,6.1
1304,khani,0,GE,1570731821,56,41.96,42.96,69.8,14.99
1305,odzaci,75,RS,1570731822,93,45.51,19.26,53.6,8.05
1306,verkhniy avzyan,13,RU,1570731822,94,53.53,57.54,30.7,1.79
1307,norfolk,75,US,1570731823,68,36.85,-76.29,72.0,12.75
1308,puri,41,ID,1570731824,88,-7.54,112.45,71.56,3.29
1309,dunkirk,73,FR,1570731824,76,51.03,2.38,57.99,10.29
1310,port hueneme,1,US,1570731825,64,34.15,-119.2,75.0,4.7
1311,magdagachi,48,RU,1570731825,57,53.45,125.8,23.68,9.06
1312,wasilla,90,US,1570731826,100,61.58,-149.44,42.01,3.36
1313,metro,82,ID,1570731826,90,-5.11,105.31,74.08,6.69
1314,mugan,98,CN,1570731826,62,35.94,101.38,41.86,6.09
1315,lokoja,56,NG,1570731827,84,7.8,6.74,78.04,2.15
1316,maniitsoq,20,GL,1570731827,57,65.42,-52.9,36.1,4.56
1317,acajutla,62,SV,1570731827,79,13.59,-89.83,81.64,3.7
1318,yanam,100,IN,1570731828,89,16.73,82.22,77.32,1.99
1319,bindura,81,ZW,1570731828,24,-17.3,31.33,82.36,6.06
1320,waipawa,100,NZ,1570731829,95,-39.94,176.59,53.01,3.01
1321,nanton,0,CA,1570731829,60,50.35,-113.77,34.0,1.99
1322,pasighat,90,IN,1570731830,94,28.06,95.33,70.12,3.53
1323,myitkyina,96,MM,1570731830,99,25.38,97.4,69.04,2.33
1324,buta,95,CD,1570731830,95,2.79,24.73,72.1,1.66
1325,vila,98,IT,1570731831,82,45.18,8.4,63.0,4.7
1326,manado,40,ID,1570731831,94,1.49,124.85,75.2,2.24
1327,baoro,71,CF,1570731832,94,5.69,15.95,70.3,3.96
1328,murovane,44,UA,1570731832,87,50.41,24.11,48.2,4.47
1329,dawson creek,1,CA,1570731832,59,55.76,-120.23,35.6,2.24
1330,gold coast,40,AU,1570731833,77,-28.0,153.41,59.0,5.82
1331,fuxin,0,CN,1570731833,23,42.02,121.65,45.1,8.23
1332,seydisehir,0,TR,1570731833,39,37.42,31.85,58.78,3.34
1333,mattru,56,SL,1570731834,81,7.62,-11.83,80.02,6.49
1334,kombissiri,75,BF,1570731834,88,12.07,-1.34,78.8,6.17
1335,lobito,75,AO,1570731835,100,-12.35,13.55,73.4,6.93
1336,topolobampo,40,MX,1570731835,59,25.6,-109.05,93.0,13.87
1337,akdepe,0,TM,1570731835,53,42.05,59.39,51.8,4.7
1338,marienburg,75,DE,1570731836,87,52.12,9.98,54.0,5.82
1339,san,13,ML,1570731836,22,13.3,-4.9,95.32,6.81
1340,nizwa,62,OM,1570731837,41,22.93,57.53,81.46,2.47
1341,cervo,75,BR,1570731837,73,-22.19,-46.24,69.8,4.52
1342,salina cruz,44,MX,1570731837,72,16.18,-95.2,84.88,11.41
1343,beremend,75,HU,1570731838,93,45.78,18.43,53.6,8.05
1344,le mars,75,US,1570731838,93,42.79,-96.17,48.99,12.75
1345,zeya,0,RU,1570731839,61,53.74,127.27,23.68,9.69
1346,lydenburg,83,ZA,1570731839,78,-25.1,30.46,62.01,8.66
1347,rincon de la victoria,20,BO,1570731839,33,-21.52,-64.81,86.0,11.41
1348,marsh harbour,78,BS,1570731840,73,26.54,-77.06,81.64,10.65
1349,lixourion,20,GR,1570731840,88,38.2,20.43,71.6,11.98
1350,kaniv,74,UA,1570731840,66,49.76,31.46,56.98,7.72
1351,amot,75,NO,1570731841,93,59.57,7.99,46.4,5.82
1352,road town,40,VG,1570731841,74,18.42,-64.62,89.6,3.36
1353,namtsy,98,RU,1570731842,92,62.72,129.66,19.0,6.21
1354,panshi,0,CN,1570731842,63,42.94,126.05,41.86,8.82
1355,teguldet,0,RU,1570731843,64,57.31,88.17,27.64,7.11
1356,punta de bombon,18,PE,1570731843,70,-17.17,-71.79,61.12,6.99
1357,karatau,99,KZ,1570731844,56,43.18,70.46,54.0,8.46
1358,alekseyevskoye,0,RU,1570731844,60,45.2,43.58,54.1,14.13
1359,waingapu,11,ID,1570731844,84,-9.65,120.26,78.58,10.15
1360,agadez,1,NE,1570731845,69,16.97,7.99,84.2,1.55
1361,inhambane,75,MZ,1570731845,78,-23.87,35.38,75.2,12.75
1362,cairns,84,AU,1570731846,88,-16.92,145.77,69.8,1.12
1363,abay,100,KZ,1570731846,40,49.63,72.87,57.34,4.07
1364,bay roberts,40,CA,1570731846,62,47.58,-53.28,57.0,8.05
1365,usinsk,100,RU,1570731847,83,66.0,57.56,32.32,11.72
1366,luanda,75,AO,1570731847,78,-8.83,13.24,77.0,10.29
1367,north platte,90,US,1570731847,69,41.12,-100.77,33.8,24.16
1368,podyuga,98,RU,1570731848,95,61.09,40.86,35.2,6.13
1369,prince george,1,CA,1570731848,36,53.92,-122.75,36.0,6.93
1370,grand forks,90,US,1570731849,86,47.91,-97.06,37.4,20.8
1371,kirkwall,40,GB,1570731849,87,58.98,-2.96,51.8,9.31
1372,gamba,0,CN,1570731849,61,28.28,88.52,31.6,3.34
1373,jurm,17,AF,1570731850,55,36.86,70.83,40.78,0.84
1374,scarborough,100,GB,1570731851,87,54.28,-0.41,55.99,12.75
1375,dulovo,58,SK,1570731851,83,48.37,20.19,49.6,9.99
1376,bila,86,UA,1570731852,81,48.25,28.22,52.0,5.37
1377,fuyang,94,CN,1570731852,71,32.89,115.81,66.34,3.64
1378,preston,75,GB,1570731852,87,53.76,-2.71,59.0,6.93
1379,seydi,20,NE,1570731853,94,13.34,7.75,77.0,4.7
1380,sarankhola,26,BD,1570731853,89,22.31,89.79,76.6,1.63
1381,pedernales,75,EC,1570731854,65,0.07,-80.05,80.74,9.03
1382,tete,40,MZ,1570731854,26,-16.16,33.59,96.8,10.29
1383,bijie,100,CN,1570731854,92,27.3,105.3,52.66,4.94
1384,songjianghe,100,CN,1570731855,86,42.18,127.48,47.8,1.54
1385,nikolayevka,2,RU,1570731855,59,46.73,38.57,56.98,5.0
1386,puchezh,100,RU,1570731856,93,56.98,43.17,44.56,14.72
1387,kalispell,1,US,1570731856,38,48.2,-114.32,35.01,4.7
1388,lakatoro,97,VU,1570731857,77,-16.11,167.42,77.86,9.33
1389,van,20,TR,1570731857,58,38.51,43.37,53.6,4.7
1390,taraz,100,KZ,1570731857,56,42.89,71.39,54.0,7.91
1391,kushima,87,JP,1570731858,93,31.5,131.29,62.01,4.0
1392,dicabisagan,53,PH,1570731858,84,17.08,122.42,75.88,9.18
1393,mpanda,99,BI,1570731858,85,-3.17,29.4,62.92,3.12
1394,tiznit,100,MA,1570731859,32,29.7,-9.73,77.32,1.74
1395,amudat,92,UG,1570731859,56,1.95,34.95,74.08,14.42
1396,sterling,1,US,1570731860,56,39.0,-77.4,75.2,4.7
1397,zapolyarnyy,75,RU,1570731860,93,69.43,30.82,35.6,4.7
1398,havoysund,75,NO,1570731860,86,71.0,24.66,37.4,9.17
1399,gamovo,89,RU,1570731861,89,57.87,56.11,38.44,5.74
1400,santiago,30,PH,1570731861,97,16.69,121.54,67.96,2.08
1401,mahibadhoo,99,MV,1570731862,71,3.78,72.97,83.08,8.65
1402,machilipatnam,40,IN,1570731863,88,16.18,81.14,78.8,4.0
1403,santa margarita,83,AR,1570731863,25,-38.69,-62.28,79.3,14.4
1404,ashtabula,1,US,1570731863,45,41.87,-80.79,71.01,8.05
1405,nioro,26,GM,1570731864,62,13.79,-15.05,87.76,7.11
1406,ejura,40,GH,1570731864,85,7.38,-1.37,77.68,2.39
1407,ankazoabo,94,MG,1570731864,44,-22.29,44.51,76.78,7.1
1408,phalaborwa,94,ZA,1570731865,63,-23.95,31.14,62.6,21.92
1409,sestri levante,80,IT,1570731866,77,44.27,9.41,66.2,4.7
1410,latung,48,ID,1570731866,56,-8.45,120.42,67.06,3.91
1411,huarmey,44,PE,1570731866,47,-10.07,-78.15,73.72,10.43
1412,pahrump,1,US,1570731867,8,36.21,-115.98,62.01,9.17
1413,tamiahua,0,MX,1570731867,78,21.28,-97.45,82.0,4.52
1414,boddam,99,GB,1570731867,87,57.47,-1.78,50.0,10.29
1415,druzhba,100,UA,1570731868,85,52.05,33.94,48.52,12.42
1416,saint stephen,90,US,1570731868,100,45.7,-94.27,57.0,4.7
1417,udachnyy,79,RU,1570731869,95,66.42,112.4,3.7,9.67
1418,hyeres,0,FR,1570731869,32,43.12,6.14,71.01,9.17
1419,kharp,100,RU,1570731869,96,66.82,65.8,29.62,6.25
1420,lazurne,68,UA,1570731870,67,46.77,34.99,59.14,7.51
1421,merrill,1,US,1570731870,30,42.03,-121.6,42.01,5.82
1422,bloemhof,0,ZA,1570731871,25,-27.65,25.61,64.9,7.14
1423,rapid city,20,US,1570731871,100,44.08,-103.23,28.99,29.97
1424,iwaki,95,JP,1570731871,98,37.05,140.89,70.0,1.01
1425,matay,96,EG,1570731872,34,28.42,30.79,81.1,17.25
1426,yerbabuena,75,MX,1570731872,47,20.97,-101.28,78.01,4.7
1427,monteagudo,0,BO,1570731873,27,-19.8,-63.96,91.4,6.93
1428,luwero,67,UG,1570731874,95,0.85,32.47,66.88,2.54
1429,santo andre,69,BR,1570731874,51,-0.91,-46.86,88.84,9.32
1430,oskaloosa,90,US,1570731874,78,39.22,-95.31,73.99,11.41
1431,barraute,5,CA,1570731875,47,48.43,-77.63,59.0,12.75
1432,suriapet,100,IN,1570731876,92,17.15,79.62,75.16,3.99
1433,laramie,40,US,1570731876,72,41.31,-105.59,21.99,10.29
1434,bayan,100,CN,1570731877,66,36.1,102.26,39.88,3.82
1435,kuopio,45,FI,1570731878,93,62.89,27.68,35.6,4.7
1436,aitape,100,PG,1570731879,79,-3.15,142.36,80.38,6.81
1437,amga,100,RU,1570731879,86,60.89,131.98,19.9,8.65
1438,baoding,100,CN,1570731879,82,38.86,115.49,59.14,1.75
1439,cascais,0,PT,1570731880,44,38.7,-9.42,78.8,8.05
1440,porangatu,69,BR,1570731880,34,-13.44,-49.14,93.7,3.75
1441,sabha,0,LY,1570731881,30,27.03,14.43,78.22,4.04
1442,senno,90,RU,1570731881,87,57.76,27.95,49.6,8.15
1443,giresun,0,TR,1570731882,93,40.91,38.39,62.6,1.12
1444,valladolid,0,ES,1570731882,39,41.65,-4.73,70.0,2.24
1445,muros,0,ES,1570731882,87,42.77,-9.06,68.0,5.82
1446,skibbereen,75,IE,1570731883,87,51.55,-9.27,55.4,20.8
1447,arkhangelsk,100,RU,1570731883,97,64.54,40.54,33.94,7.02
1448,mayumba,100,GA,1570731884,90,-3.44,10.65,76.06,6.91
1449,lastoursville,84,GA,1570731884,96,-0.81,12.73,72.28,2.1
1450,gouyave,75,GD,1570731884,79,12.16,-61.73,84.2,8.05
1451,celestun,23,MX,1570731885,73,20.87,-90.4,83.62,7.65
1452,sao sebastiao,53,BR,1570731885,38,-3.15,-58.36,95.86,5.51
1453,saint peters,20,US,1570731886,61,35.62,-89.39,86.0,8.05
1454,gaoual,47,GN,1570731886,84,11.75,-13.2,78.76,2.98
1455,atagay,0,RU,1570731887,60,55.1,99.39,22.24,2.29
1456,bangassou,50,CF,1570731887,95,4.74,22.82,70.84,1.45
1457,luena,75,AO,1570731887,83,-11.78,19.91,65.62,5.52
1458,pocone,67,BR,1570731888,27,-16.26,-56.62,99.1,5.6
1459,issia,21,CI,1570731888,90,6.49,-6.58,77.32,1.63
1460,xiamen,26,CN,1570731889,88,24.46,118.07,75.2,4.47
1461,bocas del toro,100,PA,1570731889,91,9.33,-82.25,68.0,7.92
1462,north branch,90,US,1570731889,82,45.51,-92.98,59.0,12.62
1463,ilam,0,IR,1570731890,25,33.64,46.42,73.4,4.7
1464,koslan,100,RU,1570731890,96,63.46,48.9,34.84,7.23
1465,wilmington island,20,US,1570731891,51,32.0,-80.97,81.0,6.93
1466,manono,100,CD,1570731891,65,-7.3,27.4,76.6,1.28
1467,morant bay,20,JM,1570731892,59,17.88,-76.41,89.6,19.46
1468,kibala,20,TD,1570731892,83,9.11,18.35,82.4,1.81
1469,novyy yegorlyk,0,RU,1570731892,67,46.39,41.87,56.8,10.44
1470,athabasca,80,CA,1570731893,40,54.72,-113.29,35.2,9.58
1471,zelenoborskiy,91,RU,1570731893,86,66.84,32.36,32.0,11.37
1472,hirara,4,JP,1570731893,76,24.8,125.28,76.24,17.74
1473,priargunsk,89,RU,1570731894,71,50.37,119.09,22.24,4.54
1474,mulege,16,MX,1570731894,30,26.88,-111.98,88.12,7.99
1475,rio cuarto,75,AR,1570731894,23,-33.13,-64.35,93.2,20.8
1476,diamantina,19,BR,1570731895,36,-18.24,-43.6,85.78,8.78
1477,baherden,72,TM,1570731895,44,38.44,57.43,69.76,4.12
1478,visby,47,SE,1570731896,87,57.64,18.3,53.01,11.41
1479,marzuq,30,YE,1570731896,54,14.4,46.47,76.42,5.93
1480,jalu,100,LY,1570731897,24,29.03,21.55,86.14,10.44
1481,santa branca,20,BR,1570731897,54,-23.4,-45.88,82.4,8.05
1482,beyneu,0,KZ,1570731898,32,45.32,55.19,51.94,4.83
1483,san nicolas,20,PH,1570731898,83,13.93,120.95,79.0,1.72
1484,potot,96,PH,1570731899,91,11.34,124.55,74.62,2.54
1485,zambezi,94,ZM,1570731899,57,-13.55,23.12,73.9,6.07
1486,kargala,21,RU,1570731899,50,56.62,83.96,35.01,3.0
1487,champerico,40,MX,1570731900,58,16.38,-93.6,86.0,3.36
1488,savannah bight,81,HN,1570731900,73,16.45,-85.85,85.06,12.5
1489,poltavka,100,RU,1570731900,59,54.36,71.76,55.0,3.87
1490,almaznyy,0,RU,1570731901,68,48.03,40.04,52.84,8.19
1491,kroya,92,ID,1570731901,84,-6.5,108.06,74.98,1.45
1492,ulagan,0,RU,1570731902,63,50.63,87.96,33.76,1.67
1493,trairi,43,BR,1570731902,35,-3.28,-39.27,91.9,13.75
1494,coolum beach,29,AU,1570731902,95,-26.53,153.09,60.01,2.82
1495,khuzhir,3,RU,1570731903,51,53.19,107.35,28.18,10.13
1496,tecpatan,40,MX,1570731903,58,17.13,-93.3,86.0,3.36
1497,putai,75,FR,1570731904,93,46.66,1.99,61.0,8.05
1498,white rock,20,CA,1570731904,52,49.02,-122.8,50.0,5.82
1499,shache,0,CN,1570731905,21,38.42,77.24,62.56,7.73
1500,bom jardim,40,BR,1570731905,48,-7.8,-35.59,86.0,19.46
1501,ierapetra,20,GR,1570731905,83,35.01,25.74,73.0,2.24
1502,shambu,93,ET,1570731906,93,9.57,37.1,57.7,3.23
1503,miragoane,8,HT,1570731906,64,18.44,-73.09,82.18,4.63
1504,votkinsk,99,RU,1570731907,95,57.05,53.99,39.99,1.01
1505,piacabucu,66,BR,1570731907,74,-10.41,-36.43,78.04,12.18
1506,bolgatanga,89,GH,1570731908,73,10.79,-0.85,80.74,2.41
1507,goya,0,AR,1570731908,34,-29.14,-59.27,92.98,11.92
1508,tanout,100,NE,1570731908,35,14.97,8.88,88.84,5.29
1509,bignona,75,SN,1570731909,63,12.8,-16.23,93.2,2.24
1510,petrovsk-zabaykalskiy,0,RU,1570731909,78,51.27,108.84,14.14,4.26
1511,tezu,95,IN,1570731909,97,27.93,96.16,67.6,2.95
1512,betsiamites,1,CA,1570731910,58,48.94,-68.65,55.4,4.7
1513,ashqelon,61,IL,1570731910,69,31.67,34.57,78.8,4.7
1514,corinto,75,CO,1570731911,54,3.17,-76.26,84.2,4.7
1515,neiafu,75,TO,1570731911,94,-18.65,-173.98,73.4,17.72
1516,mercedes,20,UY,1570731912,46,-33.25,-58.03,86.0,8.01
1517,san rafael del sur,40,NI,1570731912,59,11.85,-86.44,89.6,6.93
1518,bullhead city,5,US,1570731912,9,35.15,-114.57,68.0,29.97
1519,ende,36,ID,1570731913,81,-8.84,121.65,78.22,2.76
1520,fort abbas,0,PK,1570731913,21,29.19,72.85,84.7,4.9
1521,harnosand,75,SE,1570731914,100,62.63,17.94,46.99,2.24
1522,san felipe,100,CL,1570731914,17,-32.75,-70.73,66.16,8.71
1523,vila do maio,40,CV,1570731915,78,15.13,-23.22,82.4,16.11
1524,akita,93,JP,1570731915,84,39.72,140.1,60.76,16.65
1525,smolenka,100,PL,1570731915,92,54.15,22.76,48.34,9.09
1526,anuradhapura,100,LK,1570731916,89,8.34,80.41,77.14,2.64
1527,vanse,61,NO,1570731916,79,58.12,6.7,53.01,18.01
1528,tinskoy,0,RU,1570731917,60,56.15,96.92,23.68,5.31
1529,grafton,83,AU,1570731917,81,-29.69,152.93,52.0,4.7
1530,mitu,0,IR,1570731917,62,36.2,46.09,50.86,2.12
1531,alghero,0,IT,1570731918,72,40.56,8.32,64.4,1.12
1532,shilong,20,CN,1570731918,83,23.11,113.84,84.0,8.95
1533,cordoba,10,AR,1570731918,15,-27.78,-67.24,95.32,8.85
1534,bedesa,100,ET,1570731919,85,8.9,40.78,60.76,0.54
1535,pozhva,87,RU,1570731920,93,59.09,56.08,37.36,7.31
1536,karasjok,75,NO,1570731921,93,69.47,25.52,35.6,9.17
1537,granada,40,NI,1570731921,59,11.93,-85.96,89.6,6.93
1538,boyolangu,62,ID,1570731921,95,-8.09,111.9,72.1,5.11
1539,kontagora,46,NG,1570731922,87,10.4,5.47,76.6,4.43
1540,yerofey pavlovich,100,RU,1570731922,59,53.97,121.97,21.52,4.59
1541,trofors,40,NO,1570731922,90,65.54,13.39,39.2,4.7
